CONSECUTIVO;ANIO _ MATRICULA;PERIODO_ MATRICULA;CODIGO_INSTITUCION;ID_SEXO;MUNICIPIO_ PRO;CODIGO _ PROGRAMA;PROGRAMA;ANIO_NACIMIENTO;PAIS NACIMIENTO;CIUDAD NACIMIENTO;ANIO_ PRIMER CURSO;PERIODO _PRIMER CURSO
2017;2021;1;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;12/03/1998 12:00:00 AM;170;5088;2021;1
2018;2021;1;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;09/29/1999 12:00:00 AM;170;5001;2019;2
2019;2021;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;11/08/2000 12:00:00 AM;170;5656;2020;1
2020;2021;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;08/10/2002 12:00:00 AM;170;5001;2020;1
2021;2021;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;03/13/2003 12:00:00 AM;170;5360;2020;1
2022;2021;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;02/24/2003 12:00:00 AM;170;5088;2020;1
2023;2021;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;01/27/1991 12:00:00 AM;218;0;2020;2
2024;2021;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;11/05/2001 12:00:00 AM;862;0;2020;1
2025;2021;1;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;12/16/1996 12:00:00 AM;170;19001;2018;1
2026;2021;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;02/16/2004 12:00:00 AM;188;0;2021;1
2027;2021;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;05/28/2001 12:00:00 AM;170;5001;2019;2
2028;2021;1;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;01/17/2003 12:00:00 AM;170;5001;2020;1
2029;2021;1;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;07/21/1994 12:00:00 AM;170;5360;2015;2
2030;2021;1;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;11/07/2000 12:00:00 AM;170;5001;2021;1
2031;2021;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;09/16/2003 12:00:00 AM;170;5674;2021;1
2032;2021;1;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;02/04/2003 12:00:00 AM;840;0;2021;1
2033;2021;1;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;01/09/2004 12:00:00 AM;170;5001;2021;1
2034;2021;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;01/13/1986 12:00:00 AM;170;5001;2019;1
2035;2021;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;09/11/2002 12:00:00 AM;170;5093;2021;1
2036;2021;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;12/23/2002 12:00:00 AM;170;5001;2020;1
2037;2021;1;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;12/20/1988 12:00:00 AM;170;5001;2014;2
2038;2021;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;12/04/2001 12:00:00 AM;170;11001;2020;1
2039;2021;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;02/19/2004 12:00:00 AM;170;5001;2021;1
2040;2021;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;03/31/1994 12:00:00 AM;170;5001;2012;1
2041;2021;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;08/18/2003 12:00:00 AM;170;5001;2021;1
2042;2021;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;07/22/2001 12:00:00 AM;170;5001;2020;1
2043;2021;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;08/13/2003 12:00:00 AM;170;5001;2020;2
2044;2021;1;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;01/13/1996 12:00:00 AM;170;5001;2021;1
2045;2021;1;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;09/21/2001 12:00:00 AM;170;5001;2020;1
2046;2021;1;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;10/13/1999 12:00:00 AM;170;5001;2020;1
2047;2021;1;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;05/09/2002 12:00:00 AM;170;5001;2020;2
2048;2021;1;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;06/26/2001 12:00:00 AM;170;5001;2021;1
2049;2021;1;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;06/28/2001 12:00:00 AM;170;5266;2021;1
2050;2021;1;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;11/08/2003 12:00:00 AM;170;5310;2021;1
2051;2021;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;06/25/2002 12:00:00 AM;170;5001;2020;2
2052;2021;1;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;11/19/2001 12:00:00 AM;170;66682;2020;1
2053;2021;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;04/01/2004 12:00:00 AM;170;5001;2021;1
2054;2021;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;08/12/2001 12:00:00 AM;170;5380;2021;1
2055;2021;1;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;03/20/2001 12:00:00 AM;170;5001;2020;1
2056;2021;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;05/27/1995 12:00:00 AM;170;5360;2016;1
2057;2021;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;12/04/2003 12:00:00 AM;170;5890;2021;1
2058;2021;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;02/11/1994 12:00:00 AM;170;5440;2021;1
2059;2021;1;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;01/02/2004 12:00:00 AM;170;5001;2021;1
2060;2021;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;08/02/2003 12:00:00 AM;170;5380;2021;1
2061;2021;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;09/24/2003 12:00:00 AM;170;66001;2021;1
2062;2021;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;07/08/2001 12:00:00 AM;170;5088;2020;1
2063;2021;1;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;10/11/2002 12:00:00 AM;170;5266;2020;1
2064;2021;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;06/12/2002 12:00:00 AM;170;8001;2020;1
2065;2021;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;07/20/2000 12:00:00 AM;170;5088;2019;1
2066;2021;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;02/23/2003 12:00:00 AM;170;5001;2020;2
2067;2021;1;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;03/10/2003 12:00:00 AM;170;5360;2020;1
2068;2021;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;11/21/2002 12:00:00 AM;170;5001;2021;1
2069;2021;1;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;12/20/2003 12:00:00 AM;170;5001;2021;1
2070;2021;1;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;12/18/2002 12:00:00 AM;170;5266;2020;1
2071;2021;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;12/07/2002 12:00:00 AM;170;5001;2020;1
2072;2021;1;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;05/05/2000 12:00:00 AM;170;5001;2019;2
2073;2021;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;06/09/2002 12:00:00 AM;170;5001;2021;1
2074;2021;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;09/22/2003 12:00:00 AM;170;5266;2021;1
2075;2021;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;10/06/2001 12:00:00 AM;170;5001;2020;1
2076;2021;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;01/04/2002 12:00:00 AM;170;5001;2020;2
2077;2021;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;08/19/2002 12:00:00 AM;170;5679;2020;1
2078;2021;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;09/30/2003 12:00:00 AM;170;5890;2021;1
2079;2021;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;05/19/2003 12:00:00 AM;170;5001;2021;1
3747;2022;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;06/11/2002 12:00:00 AM;170;5001;2021;2
3748;2022;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;01/20/2001 12:00:00 AM;170;11001;2022;1
3749;2022;1;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;05/09/2002 12:00:00 AM;170;5001;2020;2
3750;2022;1;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;09/21/2001 12:00:00 AM;170;5001;2020;1
3751;2022;1;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;11/25/2001 12:00:00 AM;170;5001;2022;1
3752;2022;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;12/23/2002 12:00:00 AM;170;5001;2020;1
3753;2022;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;07/09/2003 12:00:00 AM;170;5001;2022;1
3754;2022;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;10/06/2001 12:00:00 AM;170;5001;2020;1
3755;2022;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;11/21/2002 12:00:00 AM;170;5001;2021;1
3756;2022;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;05/19/2003 12:00:00 AM;170;5001;2021;1
3757;2022;1;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;03/20/2001 12:00:00 AM;170;5001;2020;1
3758;2022;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;09/24/2003 12:00:00 AM;170;5631;2021;2
3759;2022;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;07/08/2001 12:00:00 AM;170;5088;2020;1
3760;2022;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;02/11/2000 12:00:00 AM;170;5001;2022;1
3761;2022;1;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;06/26/2001 12:00:00 AM;170;5001;2021;1
3762;2022;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;08/02/2003 12:00:00 AM;170;5380;2021;1
3763;2022;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;07/22/2001 12:00:00 AM;170;5001;2020;1
3764;2022;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;04/04/2003 12:00:00 AM;170;5001;2021;2
3765;2022;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;01/04/2002 12:00:00 AM;170;5001;2020;2
3766;2022;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;08/18/2003 12:00:00 AM;170;5001;2021;1
3767;2022;1;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;11/07/2000 12:00:00 AM;170;5001;2021;1
3768;2022;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;08/13/2003 12:00:00 AM;170;5001;2020;2
3769;2022;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;07/10/2003 12:00:00 AM;170;5615;2021;2
3770;2022;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;12/26/2002 12:00:00 AM;170;5266;2022;1
3771;2022;1;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;01/28/2003 12:00:00 AM;170;5360;2022;1
3772;2022;1;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;12/18/2002 12:00:00 AM;170;5266;2020;1
3773;2022;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;09/22/2003 12:00:00 AM;170;5266;2021;1
3774;2022;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;07/04/2003 12:00:00 AM;170;5380;2021;2
3775;2022;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;09/30/2003 12:00:00 AM;170;5890;2021;1
3776;2022;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;02/23/2003 12:00:00 AM;170;5001;2020;2
3777;2022;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;02/01/2005 12:00:00 AM;170;5001;2022;1
3778;2022;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;04/09/1995 12:00:00 AM;170;5088;2022;1
3779;2022;1;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;05/20/2004 12:00:00 AM;170;5001;2022;1
3780;2022;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;04/01/2004 12:00:00 AM;170;5001;2021;1
3781;2022;1;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;12/20/2003 12:00:00 AM;170;5001;2021;1
3782;2022;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;03/13/2004 12:00:00 AM;170;5360;2022;1
3783;2022;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;08/17/2004 12:00:00 AM;170;5001;2022;1
3784;2022;1;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;09/14/2004 12:00:00 AM;170;5380;2022;1
3785;2022;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;07/22/1999 12:00:00 AM;170;5088;2021;2
3786;2022;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;03/31/1994 12:00:00 AM;170;5001;2012;1
3787;2022;1;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;07/16/1994 12:00:00 AM;170;17272;2015;2
3788;2022;1;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;07/22/1997 12:00:00 AM;170;5266;2022;1
3789;2022;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;07/21/1998 12:00:00 AM;170;5837;2022;1
3790;2022;1;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;09/14/1999 12:00:00 AM;170;5266;2018;2
3791;2022;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;05/01/2004 12:00:00 AM;170;5142;2022;1
3792;2022;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;02/11/1994 12:00:00 AM;170;5440;2021;1
3793;2022;1;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;11/08/2003 12:00:00 AM;170;5310;2021;1
3794;2022;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;02/19/2004 12:00:00 AM;170;5001;2021;1
3795;2022;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;09/16/2003 12:00:00 AM;170;5674;2021;1
3796;2022;1;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;03/25/1996 12:00:00 AM;170;17001;2022;1
3797;2022;1;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;12/16/1996 12:00:00 AM;170;19001;2018;1
3798;2022;1;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;01/13/1996 12:00:00 AM;170;5001;2021;1
3799;2022;1;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;10/20/1994 12:00:00 AM;170;5001;2022;1
3800;2022;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;01/27/1991 12:00:00 AM;218;0;2020;2
3801;2022;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;02/16/2004 12:00:00 AM;188;0;2021;1
3802;2022;1;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;12/03/1998 12:00:00 AM;170;5088;2021;1
3803;2022;1;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;11/27/1999 12:00:00 AM;170;5001;2021;2
4737;2022;2;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;01/20/2001 12:00:00 AM;170;11001;2022;1
4738;2022;2;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;05/09/2002 12:00:00 AM;170;5001;2020;2
4739;2022;2;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;09/21/2001 12:00:00 AM;170;5001;2020;1
4740;2022;2;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;11/25/2001 12:00:00 AM;170;5001;2022;1
4741;2022;2;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;09/07/2002 12:00:00 AM;170;5001;2022;2
4742;2022;2;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;07/09/2003 12:00:00 AM;170;5001;2022;1
4743;2022;2;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;10/06/2001 12:00:00 AM;170;5001;2020;1
4744;2022;2;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;11/21/2002 12:00:00 AM;170;5001;2021;1
4745;2022;2;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;05/19/2003 12:00:00 AM;170;5001;2021;1
4746;2022;2;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;03/20/2001 12:00:00 AM;170;5001;2020;1
4747;2022;2;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;10/18/2003 12:00:00 AM;170;5001;2022;2
4748;2022;2;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;09/24/2003 12:00:00 AM;170;5631;2021;2
4749;2022;2;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;07/08/2001 12:00:00 AM;170;5088;2020;1
4750;2022;2;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;02/01/2003 12:00:00 AM;170;5001;2022;2
4751;2022;2;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;02/11/2000 12:00:00 AM;170;5001;2022;1
4752;2022;2;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;06/26/2001 12:00:00 AM;170;5001;2021;1
4753;2022;2;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;08/02/2003 12:00:00 AM;170;5380;2021;1
4754;2022;2;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;07/22/2001 12:00:00 AM;170;5001;2020;1
4755;2022;2;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;04/04/2003 12:00:00 AM;170;5001;2021;2
4756;2022;2;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;01/04/2002 12:00:00 AM;170;5001;2020;2
4757;2022;2;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;08/18/2003 12:00:00 AM;170;5001;2021;1
4758;2022;2;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;11/07/2000 12:00:00 AM;170;5001;2021;1
4759;2022;2;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;07/10/2003 12:00:00 AM;170;5615;2021;2
4760;2022;2;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;12/26/2002 12:00:00 AM;170;5266;2022;1
4761;2022;2;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;01/28/2003 12:00:00 AM;170;5360;2022;1
4762;2022;2;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;09/22/2003 12:00:00 AM;170;5266;2021;1
4763;2022;2;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;09/30/2003 12:00:00 AM;170;5890;2021;1
4764;2022;2;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;02/25/2005 12:00:00 AM;170;5002;2022;2
