CONSECUTIVO;ANIO _ MATRICULA;PERIODO_ MATRICULA;CODIGO_INSTITUCION;ID_SEXO;MUNICIPIO_ PRO;CODIGO _ PROGRAMA;PROGRAMA;ANIO_NACIMIENTO;PAIS NACIMIENTO;CIUDAD NACIMIENTO;ANIO_ PRIMER CURSO;PERIODO _PRIMER CURSO
7430;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;10/23/2003 12:00:00 AM;170;5001;2022;1
7431;2023;2;3303;2;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;09/22/2003 12:00:00 AM;170;5001;2022;1
7432;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;09/04/2001 12:00:00 AM;170;5088;2021;2
7433;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;07/02/2001 12:00:00 AM;170;5001;2021;2
7434;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;08/07/2000 12:00:00 AM;170;5001;2020;2
7435;2023;2;3303;2;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;01/27/2000 12:00:00 AM;170;5001;2022;1
7436;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;03/10/2002 12:00:00 AM;170;5001;2020;2
7437;2023;2;3303;2;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;01/15/2003 12:00:00 AM;170;5631;2022;1
7438;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;07/12/2002 12:00:00 AM;170;5001;2020;2
7439;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;01/26/2002 12:00:00 AM;170;5001;2021;2
7440;2023;2;3303;2;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;08/16/2003 12:00:00 AM;170;5001;2022;1
7441;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;04/06/2003 12:00:00 AM;170;5001;2021;2
7442;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;03/04/2003 12:00:00 AM;170;17001;2022;1
7443;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;08/10/1999 12:00:00 AM;170;20001;2021;2
7444;2023;2;3303;2;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;03/13/2002 12:00:00 AM;170;5376;2022;1
7445;2023;2;3303;2;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;05/26/2000 12:00:00 AM;170;5001;2021;2
7446;2023;2;3303;2;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;08/07/1988 12:00:00 AM;170;5001;2021;2
7447;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;05/20/1991 12:00:00 AM;170;5001;2020;2
7448;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;08/20/1993 12:00:00 AM;170;5001;2015;2
7449;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;12/09/1999 12:00:00 AM;170;5001;2021;2
7450;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;09/26/2004 12:00:00 AM;170;5266;2022;1
7451;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;05/09/2004 12:00:00 AM;170;5001;2022;1
7452;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;07/22/1997 12:00:00 AM;170;5001;2021;2
7453;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;11/03/2004 12:00:00 AM;170;5001;2022;1
7454;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;01/06/2004 12:00:00 AM;170;5001;2022;1
7455;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;10/16/1998 12:00:00 AM;170;5088;2018;1
7456;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;08/08/1990 12:00:00 AM;170;5360;2021;2
7457;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;11/06/1992 12:00:00 AM;170;5001;2018;1
7458;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;11/02/1994 12:00:00 AM;170;5360;2019;1
7459;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;10/05/1995 12:00:00 AM;170;5001;2022;1
7460;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;03/04/1999 12:00:00 AM;170;5001;2022;1
7461;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;04/09/1987 12:00:00 AM;170;5001;2021;2
7462;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;07/10/1990 12:00:00 AM;170;5001;2009;2
7463;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;09/11/1995 12:00:00 AM;170;5001;2021;1
7464;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;03/22/1998 12:00:00 AM;170;5001;2021;2
7465;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;08/25/1994 12:00:00 AM;170;23466;2021;2
7466;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;04/10/2004 12:00:00 AM;170;5266;2022;1
7467;2023;2;3303;2;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;02/09/2005 12:00:00 AM;170;5360;2022;1
7468;2023;2;3303;2;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;05/28/1995 12:00:00 AM;170;5360;2020;2
7469;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;02/14/1989 12:00:00 AM;170;11001;2021;2
7470;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;11/30/1989 12:00:00 AM;170;5360;2022;1
7471;2023;2;3303;2;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;07/26/2004 12:00:00 AM;170;5380;2022;1
7472;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;12/24/1997 12:00:00 AM;170;5101;2022;1
7473;2023;2;3303;2;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;04/25/1996 12:00:00 AM;170;5837;2022;1
7474;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;11/06/2004 12:00:00 AM;170;66001;2022;1
7475;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;09/04/2004 12:00:00 AM;170;73001;2022;1
7476;2023;2;3303;2;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;04/14/1989 12:00:00 AM;170;15572;2019;1
7477;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;02/20/2002 12:00:00 AM;840;0;2020;1
7478;2023;2;3303;2;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;08/05/2003 12:00:00 AM;170;5001;2023;2
7479;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;09/10/2003 12:00:00 AM;170;5001;2023;2
7480;2023;2;3303;2;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;04/18/2005 12:00:00 AM;170;5001;2023;1
7481;2023;2;3303;2;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;11/02/1992 12:00:00 AM;170;5001;2023;2
7482;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;03/12/1990 12:00:00 AM;170;5045;2023;2
7483;2023;2;3303;2;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;03/27/1984 12:00:00 AM;170;5001;2023;2
7484;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;08/10/1982 12:00:00 AM;170;5667;2023;2
7485;2023;2;3303;2;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;07/19/1989 12:00:00 AM;170;5266;2023;2
7486;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;07/27/1991 12:00:00 AM;170;5001;2023;2
7487;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;06/10/1994 12:00:00 AM;170;5001;2023;2
7488;2023;2;3303;2;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;09/26/1993 12:00:00 AM;170;5001;2023;2
7489;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;04/18/1995 12:00:00 AM;170;5001;2023;2
7490;2023;2;3303;2;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;07/06/1995 12:00:00 AM;170;5887;2023;2
7491;2023;2;3303;2;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;02/01/1995 12:00:00 AM;170;11001;2023;2
7492;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;03/11/1996 12:00:00 AM;170;5266;2020;1
7493;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;11/30/1996 12:00:00 AM;170;5001;2023;2
7494;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;12/05/1997 12:00:00 AM;170;5212;2023;2
7495;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;08/28/1997 12:00:00 AM;170;5129;2023;2
7496;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;04/06/1998 12:00:00 AM;170;5360;2023;2
7497;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;07/26/1997 12:00:00 AM;170;5266;2022;1
7498;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;10/23/1997 12:00:00 AM;170;5360;2023;2
7499;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;06/03/1998 12:00:00 AM;170;5690;2023;2
7500;2023;2;3303;2;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;11/05/1997 12:00:00 AM;170;5001;2023;2
7501;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;05/18/1998 12:00:00 AM;170;5360;2023;2
7502;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;08/13/2000 12:00:00 AM;170;5001;2023;2
7503;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;10/10/1999 12:00:00 AM;170;5001;2023;2
7504;2023;2;3303;2;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;08/25/2001 12:00:00 AM;170;5088;2023;2
7505;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;11/09/2002 12:00:00 AM;170;5001;2023;2
7506;2023;2;3303;2;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;12/27/2002 12:00:00 AM;170;5001;2023;2
7507;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;02/22/2000 12:00:00 AM;170;5001;2023;2
7508;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;09/09/2000 12:00:00 AM;170;5001;2023;2
7509;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;09/07/2002 12:00:00 AM;170;5631;2023;2
7510;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;02/13/2002 12:00:00 AM;170;8001;2023;2
7511;2023;2;3303;2;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;09/05/2002 12:00:00 AM;170;5001;2023;2
7512;2023;2;3303;2;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;08/17/2001 12:00:00 AM;170;5001;2023;2
7513;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;05/13/2003 12:00:00 AM;170;5088;2023;2
7514;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;10/21/2003 12:00:00 AM;170;5001;2023;2
7515;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;02/06/2003 12:00:00 AM;170;5001;2023;2
7516;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;07/31/2004 12:00:00 AM;170;5001;2023;2
7517;2023;2;3303;2;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;12/13/2003 12:00:00 AM;170;5001;2023;2
7518;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;10/06/2004 12:00:00 AM;170;5001;2023;2
7519;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;04/08/2005 12:00:00 AM;170;5001;2023;2
7520;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;12/15/2004 12:00:00 AM;170;5001;2023;2
7521;2023;2;3303;2;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;03/13/2004 12:00:00 AM;170;5088;2023;2
7522;2023;2;3303;2;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;06/03/2004 12:00:00 AM;170;5360;2023;2
7523;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;07/23/2004 12:00:00 AM;170;5861;2023;2
7524;2023;2;3303;2;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;10/16/2003 12:00:00 AM;170;5380;2023;2
7525;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;04/11/2003 12:00:00 AM;170;5001;2023;2
7526;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;05/07/2004 12:00:00 AM;170;5001;2023;2
7527;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;02/02/2005 12:00:00 AM;170;5360;2023;2
7528;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;12/05/2004 12:00:00 AM;170;5266;2023;2
7529;2023;2;3303;2;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;11/24/2004 12:00:00 AM;196;0;2023;2
7530;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;04/02/2005 12:00:00 AM;170;5001;2023;2
7531;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;06/02/2002 12:00:00 AM;170;5664;2023;2
7532;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;08/11/2004 12:00:00 AM;170;5001;2023;2
7533;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;09/19/2004 12:00:00 AM;170;5001;2023;2
7534;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;12/24/2004 12:00:00 AM;850;0;2023;2
7535;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;12/18/2005 12:00:00 AM;170;5212;2023;2
7536;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;01/30/2006 12:00:00 AM;170;5001;2023;2
7537;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;02/01/2002 12:00:00 AM;170;5001;2023;2
7538;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;10/26/2005 12:00:00 AM;170;5001;2023;2
7539;2023;2;3303;2;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;10/25/2005 12:00:00 AM;170;5088;2023;2
7540;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;12/10/2005 12:00:00 AM;170;5001;2023;2
7541;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;05/12/1999 12:00:00 AM;170;5321;2023;2
7542;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;09/02/2003 12:00:00 AM;170;5001;2023;2
7543;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;07/27/1990 12:00:00 AM;170;5129;2023;2
7544;2023;2;3303;2;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;04/25/1967 12:00:00 AM;170;5001;2023;2
7545;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;03/20/1977 12:00:00 AM;170;5001;2023;2
7546;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;08/15/1977 12:00:00 AM;170;5001;2023;2
7547;2023;2;3303;2;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;01/22/1982 12:00:00 AM;170;5001;2023;2
7548;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;05/15/1996 12:00:00 AM;170;5001;2023;2
7549;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;01/19/1999 12:00:00 AM;170;5001;2023;2
7550;2023;2;3303;2;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;02/22/2002 12:00:00 AM;170;5266;2023;2
7551;2023;2;3303;2;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;03/17/2005 12:00:00 AM;170;5001;2023;2
7552;2023;2;3303;2;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;01/16/2006 12:00:00 AM;170;5001;2023;2
7553;2023;2;3303;2;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;12/20/1993 12:00:00 AM;170;19001;2021;1
7554;2023;2;3303;2;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;09/06/1994 12:00:00 AM;170;5615;2022;1
7555;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;07/19/1995 12:00:00 AM;170;5360;2022;2
7556;2023;2;3303;2;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;06/10/1994 12:00:00 AM;170;5756;2023;1
7557;2023;2;3303;2;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;02/18/2000 12:00:00 AM;170;23001;2022;2
7558;2023;2;3303;2;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;04/06/2000 12:00:00 AM;170;5579;2019;2
7559;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;08/29/2002 12:00:00 AM;170;5266;2022;1
7560;2023;2;3303;2;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;01/19/2005 12:00:00 AM;170;5001;2022;1
7561;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;01/09/1988 12:00:00 AM;170;27413;2019;1
7562;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;05/08/1992 12:00:00 AM;170;11001;2013;1
7563;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;06/26/1983 12:00:00 AM;170;5001;2021;1
7564;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;12/22/1986 12:00:00 AM;170;5001;2021;2
7565;2023;2;3303;2;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;06/21/1990 12:00:00 AM;170;5001;2019;1
7566;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;11/11/1988 12:00:00 AM;170;5001;2021;2
7567;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;03/26/1996 12:00:00 AM;170;5001;2020;1
7568;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;05/12/1997 12:00:00 AM;170;5088;2022;1
7569;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;06/02/1998 12:00:00 AM;170;5001;2022;1
7570;2023;2;3303;2;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;02/02/1998 12:00:00 AM;170;5034;2021;2
7571;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;02/26/2001 12:00:00 AM;170;5360;2022;1
7572;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;12/12/1999 12:00:00 AM;170;5001;2022;1
7573;2023;2;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;03/21/2001 12:00:00 AM;170;5001;2020;1
7574;2023;2;3303;2;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;10/17/2001 12:00:00 AM;170;5001;2020;1
8502;2024;1;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;07/01/1984 12:00:00 AM;170;5001;2024;1
8503;2024;1;3303;1;5266;54402;TÉCNICA PROFESIONAL EN PRODUCCIÓN PARA LAS PRÁCTICAS MUSICALES;12/13/1985 12:00:00 AM;170;5001;2022;1
